homologene_fam_id	species_1	species_2	entrez_1	symbol_1	protein_gi_1	protein_acc_1	entrez_2	symbol_2	protein_gi_2	protein_acc_2
9845	9606	10090	54918	CMTM6	8923370	NP_060271.1	67213	Cmtm6	21313082	NP_080312.1
9847	9606	10090	54922	RASIP1	38570105	NP_060275.2	69903	Rasip1	61676215	NP_082820.1
9851	9606	10090	54927	CHCHD3	8923390	NP_060282.1	66075	Chchd3	21313618	NP_079612.1
9852	9606	10090	54928	IMPAD1	157388900	NP_060283.3	242291	Impad1	29244210	NP_808398.1
9853	9606	10090	54929	TMEM161A	8923394	NP_060284.1	234371	Tmem161a	21704194	NP_663572.1
9854	9606	10090	54930	HAUS4	261824035	NP_060285.2	219072	Haus4	269954704	NP_663437.2
9856	9606	10090	55647	RAB20	8923401	NP_060287.1	19332	Rab20	45593126	NP_035357.1
9857	9606	10090	49856	WRAP73	224586777	NP_060288.3	59002	Wrap73	70778726	NP_067474.2
9858	9606	10090	54931	TRMT10C	117647226	NP_060289.2	52575	Trmt10c	21312876	NP_083368.1
9862	9606	10090	54708	MARCH5	8923415	NP_060294.1	69104	March5	256773297	NP_081590.3
9863	9606	10090	54936	ADPRHL2	8923417	NP_060295.1	100206	Adprhl2	28916671	NP_598644.1
9864	9606	10090	100526761	CCDC169-SOHLH2	312032455	NP_001185839.1	74434	Sohlh2	158081743	NP_083213.2
9865	9606	10090	54939	COMMD4	21361661	NP_060298.2	66199	Commd4	13384806	NP_079693.1
9866	9606	10090	54940	OCIAD1	269914128	NP_001161726.1	68095	Ociad1	12963675	NP_075918.1
9869	9606	10090	54943	DNAJC28	93352549	NP_001035282.1	246738	Dnajc28	153267505	NP_001093208.1
9870	9606	10090	84102	SLC41A2	207444687	NP_115524.3	338365	Slc41a2	28893565	NP_796362.1
9871	9606	10090	79888	LPCAT1	33946291	NP_079106.3	210992	Lpcat1	148747363	NP_663351.3
9872	9606	10090	54948	MRPL16	8923448	NP_060310.1	94063	Mrpl16	19424352	NP_079882.2
9873	9606	10090	54951	COMMD8	8923458	NP_060315.1	27784	Commd8	30519913	NP_848714.1
9876	9606	10090	54954	FAM120C	157388908	NP_060318.3	207375	Fam120c	126723307	NP_932773.2
9877	9606	10090	55654	TMEM127	300934846	NP_001180233.1	69470	Tmem127	28201995	NP_780354.1
9878	9606	10090	54956	PARP16	46195794	NP_060321.3	214424	Parp16	158711725	NP_803411.3
9880	9606	10090	54957	TXNL4B	8923475	NP_060323.1	234723	Txnl4b	160333183	NP_783577.2
9881	9606	10090	54958	TMEM160	8923477	NP_060324.1	69094	Tmem160	58037143	NP_081214.1
9882	9606	10090	54960	GEMIN8	109715864	NP_001035944.1	237221	Gemin8	31559907	NP_666350.2
9885	9606	10090	54964	C1orf56	20149646	NP_060330.2	229588	Gm128	67625729	NP_001020012.1
9886	9606	10090	54965	PIGX	261490708	NP_001159776.1	72084	Pigx	161377440	NP_001104495.1
9888	9606	10090	55656	INTS8	70608109	NP_060334.2	72656	Ints8	227430333	NP_001153067.1
9889	9606	10090	55657	ZNF692	209862873	NP_001129508.1	103836	Zfp692	100817070	NP_001035776.1
9890	9606	10090	54968	TMEM70	34147498	NP_060336.3	70397	Tmem70	117647265	NP_080668.1
9894	9606	10090	54973	CPSF3L	33300633	NP_060341.2	71957	Cpsf3l	21312614	NP_082296.1
9895	9606	10090	140459	ASB6	8923516	NP_060343.1	72323	Asb6	19111154	NP_579924.1
9896	9606	10090	54978	SLC35F6	31542711	NP_060347.2	74919	Slc35f6	188497646	NP_783606.2
9897	9606	10090	54980	C2orf42	8923528	NP_060350.1	232196	C87436	344217743	NP_001230671.1
9898	9606	10090	54982	CLN6	8923532	NP_060352.1	76524	Cln6	75677520	NP_001028347.1
9899	9606	10090	64743	WDR13	16445426	NP_060353.2	73447	Wdr13	261878588	NP_080413.2
9901	9606	10090	54985	HCFC1R1	8923536	NP_060355.1	353502	Hcfc1r1	32451500	NP_861542.1
9904	9606	10090	54996	MARC2	31542713	NP_060368.2	67247	Marc2	19526848	NP_598445.1
9905	9606	10090	53373	TPCN1	219689113	NP_001137291.1	252972	Tpcn1	22003914	NP_665852.1
9906	9606	10090	55662	HIF1AN	148596936	NP_060372.2	319594	Hif1an	70909332	NP_795932.2
9909	9606	10090	55004	LAMTOR1	8923579	NP_060377.1	66508	Lamtor1	242332593	NP_079881.2
9910	9606	10090	55663	ZNF446	8923582	NP_060378.1	269870	Zfp446	30425348	NP_780767.1
9911	9606	10090	55007	FAM118A	157388973	NP_060381.2	73225	Fam118a	19526958	NP_598511.1
9912	9606	10090	55664	CDC37L1	66773038	NP_060383.2	67072	Cdc37l1	13385440	NP_080226.1
9914	9606	10090	55011	PIH1D1	8923598	NP_060386.1	68845	Pih1d1	499591031	NP_001265136.1
9915	9606	10090	55012	PPP2R3C	31542242	NP_060387.2	59032	Ppp2r3c	31560309	NP_067504.2
9916	9606	10090	90550	MCU	24308400	NP_612366.1	215999	Mcu	168823441	NP_001028431.2
9917	9606	10090	55014	STX17	157388937	NP_060389.2	67727	Stx17	84579893	NP_080619.2
9921	9606	10090	55017	C14orf119	8923615	NP_060394.1	58248	1700123O20Rik	10946806	NP_067412.1
9922	9606	10090	55670	PEX26	189083737	NP_001121121.1	74043	Pex26	21311973	NP_083006.1
9924	9606	10090	55022	PID1	40255260	NP_060403.3	98496	Pid1	270309107	NP_001003948.2
9926	9606	10090	55024	BANK1	260763960	NP_060405.4	242248	Bank1	110835719	NP_001028522.2
9927	9606	10090	55026	TMEM255A	157388931	NP_060408.3	245386	Tmem255a	262050602	NP_766518.3
9928	9606	10090	55028	C17orf80	21361664	NP_060411.2	276852	D11Wsu47e	31982246	NP_808445.2
9929	9606	10090	55031	USP47	544063395	NP_001269588.1	74996	Usp47	312836847	NP_796223.2
9930	9606	10090	55032	SLC35A5	8923657	NP_060415.1	74102	Slc35a5	27229173	NP_083032.2
9931	9606	10090	55034	MOCOS	157388923	NP_060417.2	68591	Mocos	110625679	NP_081055.1
9933	9606	10090	404093	CUEDC1	428755338	NP_001258804.1	103841	Cuedc1	164698388	NP_932130.2
9936	9606	10090	55038	CDCA4	22027511	NP_663747.1	71963	Cdca4	27229143	NP_082299.1
9938	9606	10090	55041	PLEKHB2	388556544	NP_001253994.1	226971	Plekhb2	21704016	NP_663491.1
9941	9606	10090	55052	MRPL20	26638657	NP_060441.2	66448	Mrpl20	20270194	NP_079846.1
9942	9606	10090	55668	GPATCH2L	40018646	NP_060396.2	70373	Gpatch2l	42475994	NP_081681.2
9944	9606	10090	55063	ZCWPW1	94721344	NP_060454.3	381678	Zcwpw1	254553414	NP_001005426.2
9945	9606	10090	55064	SPATA6L	261490720	NP_001034484.3				
9948	9606	10090	55066	PDPR	194306651	NP_060460.4	319518	Pdpr	38142488	NP_938050.1
9949	9606	10090	55683	KANSL3	169234787	NP_001108488.1	226976	Kansl3	27369930	NP_766240.1
9951	9606	10090	55069	TMEM248	8922229	NP_060464.1	71667	Tmem248	124487091	NP_001074863.1
9952	9606	10090	55070	DET1	33354283	NP_060466.2	76375	Det1	27229232	NP_083861.1
9954	9606	10090	55686	MREG	124487399	NP_060470.2	381269	Mreg	53749212	NP_001005423.1
9957	9606	10090	55079	FEZF2	157388917	NP_060478.3	54713	Fezf2	256355082	NP_536681.2
9958	9606	10090	55080	TAPBPL	157739930	NP_060479.3	213233	Tapbpl	255069728	NP_663366.2
9960	9606	10090	55082	ARGLU1	134152708	NP_060481.3	234023	Arglu1	134152669	NP_789819.2
9962	9606	10090	55086	CXorf57	193804923	NP_060485.4	102871	D330045A20Rik	30425010	NP_780535.1
9963	9606	10090	55088	C10orf118	36031016	NP_060487.2	213993	A630007B06Rik	25072201	NP_739563.1
9966	9606	10090	55092	TMEM51	209977054	NP_001129689.1	214359	Tmem51	21703804	NP_663377.1
9967	9606	10090	55689	YEATS2	33620755	NP_060493.3	208146	Yeats2	225543564	NP_001139402.1
9968	9606	10090	55093	WDYHV1	8922281	NP_060494.1	76773	Wdyhv1	58037459	NP_084010.1
9970	9606	10090	55690	PACS1	30089916	NP_060496.2	107975	Pacs1	54291704	NP_694769.2
9971	9606	10090	55691	FRMD4A	116063562	NP_060497.3	209630	Frmd4a	295389922	NP_766063.3
9972	9606	10090	55100	WDR70	8922301	NP_060504.1	545085	Wdr70	124487149	NP_001074871.1
9973	9606	10090	55101	ATP5SL	268832172	NP_060505.2	66349	Atp5sl	31560249	NP_079780.2
9974	9606	10090	55102	ATG2B	118197272	NP_060506.5	76559	Atg2b	118197274	NP_083930.5
9976	9606	10090	55105	GPATCH2	8922313	NP_060510.1	67769	Gpatch2	228008313	NP_080643.4
9984	9606	10090	55114	ARHGAP17	54860079	NP_001006635.1	70497	Arhgap17	169790939	NP_653112.2
9985	9606	10090	55254	TMEM39A	8922756	NP_060736.1	67846	Tmem39a	328684123	NP_001192215.1
9986	9606	10090	55119	PRPF38B	166235169	NP_060531.2	66921	Prpf38b	30794464	NP_080121.1
9987	9606	10090	55120	FANCL	167860138	NP_001108108.1	67030	Fancl	13385416	NP_080199.1
9988	9606	10090	55122	AKIRIN2	14149718	NP_060534.1	433693	Akirin2	86604728	NP_001007590.2
9991	9606	10090	55128	TRIM68	37622899	NP_060543.5	101700	Trim68	165377144	NP_932129.2
9992	9606	10090	55130	ARMC4	31657114	NP_060546.2	74934	Armc4	124487093	NP_001074862.1
9994	9606	10090	55133	SRBD1	221136781	NP_060549.4	78586	Srbd1	226443099	NP_084409.3
9995	9606	10090	55135	WRAP53	221136858	NP_001137462.1	216853	Wrap53	21450205	NP_659073.1
9996	9606	10090	140467	ZNF358	133922582	NP_060553.4	140482	Zfp358	133922567	NP_536709.2
10001	9606	10090	55142	HAUS2	8922430	NP_060567.1	66296	Haus2	21539591	NP_079751.1
10003	9606	10090	114327	EFHC1	156616292	NP_060570.2	71877	Efhc1	254553422	NP_082250.1
10004	9606	10090	55144	LRRC8D	34222199	NP_060573.2	231549	Lrrc8d	170650655	NP_848816.3
10005	9606	10090	55145	THAP1	8922446	NP_060575.1	73754	Thap1	40068502	NP_950243.1
10006	9606	10090	55146	ZDHHC4	8922448	NP_060576.1	72881	Zdhhc4	21312169	NP_082655.1
10008	9606	10090	55149	MTPAP	190194365	NP_060579.3	67440	Mtpap	21312970	NP_080433.1
10009	9606	10090	55715	DOK4	20070302	NP_060580.2	114255	Dok4	16716573	NP_444476.1
10010	9606	10090	55151	TMEM38B	8922461	NP_060582.1	52076	Tmem38b	21312532	NP_082329.1
10011	9606	10090	55716	LMBR1L	148746216	NP_060583.2	74775	Lmbr1l	21312884	NP_083374.1
10015	9606	10090	55156	ARMC1	8922479	NP_060590.1	74252	Armc1	21312676	NP_083116.1
10017	9606	10090	55160	ARHGEF10L	58761492	NP_060595.3	72754	Arhgef10l	163310759	NP_766003.3
10018	9606	10090	55161	TMEM33	224589127	NP_060596.2	67878	Tmem33	550544184	NP_001272381.1
10019	9606	10090	55165	CEP55	187608537	NP_060601.3	74107	Cep55	256355034	NP_082569.1
10021	9606	10090	55167	MSL2	38570121	NP_060603.2	77853	Msl2	247301241	NP_001093921.1
10024	9606	10090	55170	PRMT6	227908867	NP_060607.2	99890	Prmt6	126432554	NP_849222.3
10026	9606	10090	55172	DNAAF2	145580588	NP_060609.2	109065	Dnaaf2	66793421	NP_081545.3
10027	9606	10090	55722	CEP72	62899065	NP_060610.2	74470	Cep72	187960077	NP_083235.3
10028	9606	10090	55173	MRPS10	16554607	NP_060611.2	64657	Mrps10	226246602	NP_001139684.1
10029	9606	10090	55174	INTS10	83582809	NP_060612.2	70885	Ints10	27229115	NP_081866.1
10030	9606	10090	55175	KLHL11	8922528	NP_060613.1	217194	Klhl11	27369800	NP_766153.1
10033	9606	10090	55178	RNMTL1	8922534	NP_060616.1	67390	Rnmtl1	166197675	NP_899086.2
10034	9606	10090	55180	LINS	95007030	NP_001035706.1	72635	Lins	300797280	NP_690028.2
10036	9606	10090	55182	RNF220	46397375	NP_060620.2	66743	Rnf220	37059808	NP_080015.3
10037	9606	10090	55184	DZANK1	150378537	NP_001092877.1	241688	Dzank1	124378024	NP_766447.2
10039	9606	10090	55186	SLC25A36	157388989	NP_001098117.1	192287	Slc25a36	20270293	NP_620095.1
10043	9606	10090	55726	ASUN	155030185	NP_060634.2	71177	Asun	133922586	NP_620096.2
10044	9606	10090	55193	PBRM1	93102371	NP_060783.3	66923	Pbrm1	124486951	NP_001074720.1
10046	9606	10090	55198	APPL2	24586663	NP_060641.2	216190	Appl2	21644587	NP_660255.1
10047	9606	10090	55201	MAP1S	50428935	NP_060644.4	270058	Map1s	162287131	NP_766601.2
10048	9606	10090	55203	LGI2	21313638	NP_060646.2	246316	Lgi2	21450363	NP_659194.1
10051	9606	10090	55729	ATF7IP	557440804	NP_851997.1	54343	Atf7ip	34328232	NP_062299.2
10053	9606	10090	55205	ZNF532	24429588	NP_060651.2				
10054	9606	10090	55731	FAM222B	568786307	NP_001275561.1	216971	Fam222b	21703858	NP_663405.1
10055	9606	10090	55206	SBNO1	269846812	NP_001161328.1	243272	Sbno1	124487087	NP_001074672.1
10056	9606	10090	55207	ARL8B	8922601	NP_060654.1	67166	Arl8b	13385518	NP_080287.1
10058	9606	10090	55732	C1orf112	40254931	NP_060656.2	381306	BC055324	41235758	NP_958752.1
10059	9606	10090	55210	ATAD3A	283436222	NP_001164006.1	108888	Atad3a	239985513	NP_849534.2
10061	9606	10090	55213	RCBTB1	57242759	NP_060661.3	71330	Rcbtb1	169808411	NP_082040.2
10062	9606	10090	55214	LEPREL1	27764882	NP_060662.2	210530	Leprel1	27734076	NP_775555.1
10066	9606	10090	55218	EXD2	301129161	NP_001180292.1	97827	Exd2	237681098	NP_598559.2
10068	9606	10090	54662	TBC1D13	190014603	NP_060671.3	70296	Tbc1d13	22122839	NP_666364.1
10069	9606	10090	55220	KLHDC8A	428229668	NP_001258792.1	213417	Klhdc8a	21450177	NP_659059.1
10070	9606	10090	26586	CKAP2	148664201	NP_001091995.1	80986	Ckap2	269315836	NP_001004140.2
10071	9606	10090	55223	TRIM62	217035095	NP_060677.2	67525	Trim62	30017451	NP_835211.1
10072	9606	10090	55224	ETNK2	186659525	NP_060678.2	214253	Etnk2	158303302	NP_780652.2
10073	9606	10090	55228	PNMAL1	39780597	NP_060685.2	71691	Pnmal1	56119168	NP_001007570.1
10075	9606	10090	55741	EDEM2	222537737	NP_060687.2	108687	Edem2	254540029	NP_663512.2
10076	9606	10090	55233	MOB1A	148747437	NP_060691.2	232157	Mob1a	21704148	NP_663546.1
10077	9606	10090	55742	PARVA	315583337	NP_060692.2	57342	Parva	31982526	NP_065631.3
10078	9606	10090	55743	CHFR	239048792	NP_001154816.1	231600	Chfr	188497681	NP_766305.2
10079	9606	10090	55234	SMU1	109948304	NP_060695.2	74255	Smu1	227430367	NP_067510.3
10080	9606	10090	55236	UBA6	150417996	NP_060697.4	231380	Uba6	27370032	NP_766300.1
10081	9606	10090	55745	AP5M1	224451116	NP_060699.3	74385	Ap5m1	225543139	NP_653118.3
10084	9606	10090	55240	STEAP3	56549145	NP_878919.2	68428	Steap3	146134512	NP_001078878.1
10085	9606	10090	55748	CNDP2	271398239	NP_060705.2	66054	Cndp2	31981273	NP_075638.2
10086	9606	10090	55749	CCAR1	46852388	NP_060707.2	67500	Ccar1	33563288	NP_080477.1
10089	9606	10090	55243	KIRREL	166295173	NP_060710.3	170643	Kirrel	70608146	NP_570937.2
10094	9606	10090	55247	NEIL3	157388969	NP_060718.2	234258	Neil3	22122759	NP_666320.1
10096	9606	10090	55756	INTS9	223555968	NP_060720.2	210925	Ints9	31981980	NP_700463.2
10097	9606	10090	55248	TMEM206	149158719	NP_060722.2	66950	Tmem206	13385348	NP_080140.1
10098	9606	10090	55759	WDR12	217330644	NP_060726.3	57750	Wdr12	10946614	NP_067287.1
10099	9606	10090	55251	PCMTD2	157388995	NP_060727.2	245867	Pcmtd2	23956398	NP_705822.1
10100	9606	10090	55761	TTC17	21361787	NP_060729.2	74569	Ttc17	124430551	NP_898929.2
10102	9606	10090	55252	ASXL2	153792780	NP_060733.4	75302	Asxl2	401782579	NP_001257917.1
10103	9606	10090	55765	C1orf106	340745328	NP_060735.3	67313	5730559C18Rik	340745321	NP_083148.3
10104	9606	10090	55257	MRGBP	8922764	NP_060740.1	73247	Mrgbp	110625965	NP_082755.1
10105	9606	10090	55260	TMEM143	32171254	NP_060743.2	70209	Tmem143	160333480	NP_659050.2
10106	9606	10090	55262	C7orf43	27363480	NP_060745.3	231807	BC037034	264681507	NP_694801.2
10107	9606	10090	55266	TMEM19	21361720	NP_060749.2	67226	Tmem19	19526846	NP_598444.1
10108	9606	10090	55269	PSPC1	109240550	NP_001035879.1	66645	Pspc1	225543409	NP_079958.3
10109	9606	10090	55270	NUDT15	8922792	NP_060753.1	214254	Nudt15	27369730	NP_766115.1
10110	9606	10090	55273	TMEM100	153792480	NP_001093110.1	67888	Tmem100	13385928	NP_080709.1
10112	9606	10090	55274	PHF10	194328734	NP_060758.2	72057	Phf10	255522851	NP_077212.3
10114	9606	10090	55279	ZNF654	112734859	NP_060763.2	72020	Zfp654	27229147	NP_082335.1
10116	9606	10090	55281	TMEM140	512749782	NP_060765.4	68487	Tmem140	37574062	NP_932103.1
10117	9606	10090	55768	NGLY1	21314690	NP_060767.2	59007	Ngly1	31981178	NP_067479.2
10118	9606	10090	55283	MCOLN3	24496763	NP_060768.8	171166	Mcoln3	19527070	NP_598921.1
10119	9606	10090	55284	UBE2W	402169569	NP_060769.4	66799	Ube2w	401891882	NP_080049.2
10120	9606	10090	55285	RBM41	283806648	NP_060771.3	237073	Rbm41	23956384	NP_705814.1
10122	9606	10090	55770	EXOC2	21361625	NP_060773.3	66482	Exoc2	21313438	NP_079864.1
10123	9606	10090	55771	PRR11	88703045	NP_060774.2	270906	Prr11	30425358	NP_780772.1
10124	9606	10090	55287	TMEM40	548923663	NP_001271335.1	94346	Tmem40	269914136	NP_659054.2
10126	9606	10090	55773	TBC1D23	312837064	NP_001186127.1	67581	Tbc1d23	27754079	NP_080530.2
10127	9606	10090	55290	BRF2	22035562	NP_060780.2	66653	Brf2	28076877	NP_079962.1
10130	9606	10090	55296	TBC1D19	157388983	NP_060787.2	67249	Tbc1d19	21362289	NP_653100.1
10131	9606	10090	55297	CCDC91	70980531	NP_060788.3	67015	Ccdc91	27532950	NP_080187.2
10132	9606	10090	55298	RNF121	21361732	NP_060790.2	75212	Rnf121	70778932	NP_083487.2
10133	9606	10090	55299	BRIX1	55770900	NP_060791.3	67832	Brix1	141802630	NP_080672.3
10136	9606	10090	55301	OLAH	89257335	NP_001034791.1	99035	Olah	22122331	NP_666033.1
10137	9606	10090	203228	C9orf72	365906244	NP_001242983.1	73205	3110043O21Rik	124486791	NP_001074812.1
10139	9606	10090	55311	ZNF444	37537687	NP_060807.2	72667	Zfp444	225637507	NP_001139496.1
10142	9606	10090	55313	CPPED1	153251270	NP_060810.2	223978	Cpped1	31981882	NP_666179.2
10144	9606	10090	55783	CMTR2	153791865	NP_060818.4	234728	Cmtr2	31981920	NP_666327.2
10146	9606	10090	55319	TMA16	153251297	NP_060822.2	66282	Tma16	13384880	NP_079741.1
10147	9606	10090	55320	MIS18BP1	42415492	NP_060823.3	217653	Mis18bp1	31044421	NP_766166.2
10148	9606	10090	55321	TMEM74B	8922927	NP_060824.1	108832	Tmem74b	237858568	NP_001153835.1
10149	9606	10090	55322	C5orf22	170763486	NP_060826.2	77877	6030458C11Rik	58037511	NP_084274.1
10151	9606	10090	55325	UFSP2	227498137	NP_060829.2	192169	Ufsp2	20149754	NP_619609.1
10153	9606	10090	55326	AGPAT5	61743952	NP_060831.2	52123	Agpat5	27229077	NP_081068.1
10154	9606	10090	54665	RSBN1	38683851	NP_060834.2	229675	Rsbn1	67906201	NP_766272.2
10155	9606	10090	55330	BLOC1S4	8922952	NP_060836.1	117197	Bloc1s4	19526908	NP_598485.1
10156	9606	10090	55788	LMBRD1	261878497	NP_060838.3	68421	Lmbrd1	123701962	NP_080995.2
10157	9606	10090	55789	DEPDC1B	223633999	NP_060839.2	218581	Depdc1b	30520073	NP_848798.1
10160	9606	10090	55791	LRIF1	55743124	NP_060842.3	321000	Lrif1	87162474	NP_001034577.1
10161	9606	10090	55333	SYNJ2BP	157388993	NP_060843.2	24071	Synj2bp	13384642	NP_079568.1
10164	9606	10090	55794	DDX28	256773275	NP_060850.2	71986	Ddx28	255069809	NP_082314.2
10165	9606	10090	55337	C19orf66	154350198	NP_060851.2	319278	A230050P20Rik	28316794	NP_783618.1
10168	9606	10090	55795	PCID2	224451001	NP_001120674.1	234069	Pcid2	119372296	NP_848823.2
10173	9606	10090	55347	ABHD10	8923001	NP_060864.1	213012	Abhd10	269784760	NP_766099.3
10174	9606	10090	339175	METTL2A	165932358	NP_859076.3	52686	Mettl2	255683413	NP_766155.3
10176	9606	10090	55800	SCN3B	93587332	NP_001035241.1	235281	Scn3b	144922659	NP_001077386.1
10178	9606	10090	55802	DCP1A	291327466	NP_060873.4	75901	Dcp1a	133778958	NP_598522.3
10179	9606	10090	55803	ADAP2	8923763	NP_060874.1	216991	Adap2	26006859	NP_742145.1
10180	9606	10090	55352	COPRS	217416381	NP_060875.2	66423	Coprs	13384986	NP_079832.1
10182	9606	10090	55353	LAPTM4B	30409982	NP_060877.3	114128	Laptm4b	15743550	NP_277056.1
10183	9606	10090	55805	LRP2BP	33620759	NP_060879.2	67620	Lrp2bp	21312872	NP_080554.1
10184	9606	10090	55355	HJURP	83816964	NP_060880.3	381280	Hjurp	258613898	NP_941054.2
10185	9606	10090	7982	ST7	11761624	NP_060882.2	64213	St7	134031952	NP_071727.2
10187	9606	10090	55810	FOXJ2	8923842	NP_060886.1	60611	Foxj2	11230810	NP_068699.1
10188	9606	10090	55811	ADCY10	209976994	NP_060887.2	271639	Adcy10	227497595	NP_766617.2
10189	9606	10090	55812	SPATA7	94536848	NP_060888.2	104871	Spata7	31982535	NP_849245.2
10190	9606	10090	55357	TBC1D2	389565509	NP_001254500.1	381605	Tbc1d2	111038126	NP_941066.3
10194	9606	10090	55815	TSNAXIP1	573014785	NP_001275919.1	72236	Tsnaxip1	29789217	NP_077765.1
10195	9606	10090	55816	DOK5	29544726	NP_060901.2	76829	Dok5	255069732	NP_001157158.1
10196	9606	10090	55818	KDM3A	226442779	NP_001140160.1	104263	Kdm3a	84662717	NP_766589.1
10198	9606	10090	55824	PAG1	63054864	NP_060910.3	94212	Pag1	304307779	NP_001181960.1
10199	9606	10090	55827	DCAF6	312176366	NP_001185885.1	74106	Dcaf6	254039594	NP_083035.1
10200	9606	10090	55829	VIMP	33285002	NP_060915.2	109815	Vimp	111119010	NP_077759.3
10202	9606	10090	55832	CAND1	21361794	NP_060918.2	71902	Cand1	189409138	NP_082270.1
10204	9606	10090	55835	CENPJ	130980075	NP_060921.3	219103	Cenpj	225543405	NP_001014996.2
10206	9606	10090	55837	EAPP	117938268	NP_060923.2	66266	Eapp	13384860	NP_079732.1
10207	9606	10090	51203	NUSAP1	193804865	NP_057443.2	108907	Nusap1	19527068	NP_598612.1
10208	9606	10090	55840	EAF2	21361796	NP_060926.2	106389	Eaf2	164663793	NP_001106872.1
10210	9606	10090	55845	BRK1	27544939	NP_060932.2	101314	Brk1	19527154	NP_598698.1
10211	9606	10090	55846	ITFG2	271397437	NP_060933.3	101142	Itfg2	19527142	NP_598688.1
10212	9606	10090	55847	CISD1	8923930	NP_060934.1	52637	Cisd1	19527228	NP_598768.1
10213	9606	10090	55848	PLGRKT	332635095	NP_060935.2	67759	Plgrkt	21312800	NP_080638.1
10214	9606	10090	55850	USE1	8923936	NP_060937.1	67023	Use1	224809387	NP_001139252.1
10216	9606	10090					69082	Zc3h15	34368584	NP_081210.2
10217	9606	10090	404636	FAM45A	46275835	NP_996892.1	67894	Fam45a	268370235	NP_080713.2
10219	9606	10090	55857	KIZ	118150654	NP_060944.3	228730	Plk1s1	85701800	NP_001028470.1
10220	9606	10090	55860	ACTR10	8923712	NP_060947.1	56444	Actr10	226246593	NP_062759.2
10222	9606	10090	55863	TMEM126B	302129698	NP_060950.3	68472	Tmem126b	58037123	NP_081010.1
10224	9606	10090	55365	TMEM176A	32484987	NP_060957.2	66058	Tmem176a	148298820	NP_001091741.1
10225	9606	10090	55870	ASH1L	110349788	NP_060959.2	192195	Ash1l	73622271	NP_619620.3
10226	9606	10090	55366	LGR4	157694513	NP_060960.2	107515	Lgr4	124430559	NP_766259.2
10229	9606	10090	55379	LRRC59	40254924	NP_060979.2	98238	Lrrc59	19527026	NP_598568.1
10231	9606	10090	55421	C17orf85	166295179	NP_001107590.1	66874	1200014J11Rik	255003740	NP_080094.3
10233	9606	10090	55879	GABRQ	527122097	NP_061028.3	57249	Gabrq	10048422	NP_065234.1
10234	9606	10090	55425	GPALPP1	33354279	NP_061029.2	67467	Gpalpp1	27754089	NP_080453.2
10235	9606	10090	25862	USP49	557440841	NP_001273483.1	224836	Usp49	38259220	NP_940813.1
10236	9606	10090	55435	AP1AR	190358499	NP_061039.3	211556	Ap1ar	109659853	NP_666076.2
10237	9606	10090	55437	STRADB	13027388	NP_061041.2	227154	Stradb	87239986	NP_766244.4
10238	9606	10090	55450	CAMK2N1	31324543	NP_061054.2	66259	Camk2n1	113930675	NP_079727.1
10239	9606	10090	55486	PARL	20127652	NP_061092.3	381038	Parl	54261813	NP_001005767.1
10240	9606	10090	55500	ETNK1	10092615	NP_061108.2	75320	Etnk1	226371696	NP_083526.2
10243	9606	10090	54210	TREM1	8924262	NP_061113.1	58217	Trem1	10946760	NP_067381.1
10246	9606	10090	55506	H2AFY2	8923920	NP_061119.1	404634	H2afy2	46250738	NP_996883.1
10250	9606	10090	55507	GPRC5D	8923705	NP_061124.1	93746	Gprc5d	329663832	NP_001192325.1
10251	9606	10090	55891	LENEP	8923830	NP_061125.1	57275	Lenep	10048454	NP_065263.1
10253	9606	10090	55892	MYNN	297747279	NP_001172047.1	80732	Mynn	41056113	NP_085034.2
10254	9606	10090	54360	CYTL1	8922108	NP_061129.1	231162	Cytl1	124487395	NP_001074575.1
10255	9606	10090	55893	ZNF395	8923887	NP_061130.1	380912	Zfp395	161353467	NP_950194.2
10256	9606	10090	414325	DEFB103A	125656159	NP_001075020.1				
